year,state,ger_all_male,ger_all_female,ger_all_total,ger_sc_male,ger_sc_female,ger_sc_total,ger_st_male,ger_st_female,ger_st_total,gpi_all,gpi_sc,gpi_st,enr_phd_male,enr_phd_female,enr_phd_total,enr_pg_male,enr_pg_female,enr_pg_total,enr_ug_male,enr_ug_female,enr_ug_total,enr_grand_male,enr_grand_female,enr_grand_total,enr_sc_male,enr_sc_female,enr_sc_total,enr_st_male,enr_st_female,enr_st_total,enr_obc_male,enr_obc_female,enr_obc_total,enr_pwd_male,enr_pwd_female,enr_pwd_total,enr_muslim_male,enr_muslim_female,enr_muslim_total,ptr_all_reg_dist,ptr_all_reg,teacher_total_male,teacher_total_female,teacher_total,teacher_sc_male,teacher_sc_female,teacher_sc_total,teacher_st_male,teacher_st_female,teacher_st_total,teacher_obc_male,teacher_obc_female,teacher_obc_total,total_universities,imputed_flag
2018-19,Andaman And Nicobar Islands,20.3,26.1,23.2,0.0,0.0,0.0,11.1,17.7,14.4,1.29,1.01,1.6,44.0,23.0,67.0,629.0,966.0,1595.0,3804.0,4885.0,8689.0,4532.0,5599.0,10131.0,57.0,20.0,77.0,196.0,317.0,513.0,1395.0,1684.0,3079.0,20.0,17.0,37.0,263.0,376.0,639.0,25.0,16.0,265.0,192.0,457.0,11.0,2.0,13.0,5.0,11.0,16.0,53.0,41.0,94.0,0.0,1
2019-20,Andaman And Nicobar Islands,17.7267,22.2846,19.9858,0.0,0.0,0.0,8.6985,16.4868,12.5913,1.2571,1.0332,1.8954,5.0,9.0,14.0,571.0,969.0,1540.0,3397.0,4059.0,7456.0,4532.0,5599.0,10131.0,42.0,11.0,53.0,151.0,286.0,437.0,1122.0,1539.0,2661.0,18.0,44.0,62.0,166.0,304.0,470.0,21.8812,13.0259,254.0,209.0,463.0,11.0,3.0,14.0,4.0,11.0,15.0,42.0,40.0,82.0,0.0,1
2020-21,Andaman And Nicobar Islands,21.6062,27.1316,24.2619,0.0,0.0,0.0,10.3448,15.9907,13.1101,1.2557,1.0162,1.5458,7.0,12.0,19.0,582.0,979.0,1561.0,4055.0,4672.0,8727.0,5534.0,6431.0,11965.0,32.0,15.0,47.0,186.0,276.0,462.0,1581.0,1888.0,3469.0,22.0,34.0,56.0,255.0,363.0,618.0,26.4128,17.0795,249.0,204.0,453.0,12.0,4.0,16.0,3.0,10.0,13.0,43.0,46.0,89.0,0.0,1
2021-22,Andaman And Nicobar Islands,19.8,25.7,22.6,0.0,0.0,0.0,10.4,16.1,13.2,1.298,1.0104,1.5481,5.0,9.0,14.0,575.0,942.0,1517.0,3807.0,4444.0,8251.0,5200.0,6227.0,11427.0,42.0,11.0,53.0,192.0,283.0,475.0,1437.0,1806.0,3243.0,27.0,39.0,66.0,239.0,370.0,609.0,25.281,16.365,247.0,205.0,452.0,12.0,3.0,15.0,3.0,10.0,13.0,43.0,48.0,91.0,0.0,1
2018-19,Andhra Pradesh,35.8,29.0,32.4,31.5,26.4,28.9,30.4,22.9,26.4,0.81,0.84,0.76,3054.0,1927.0,4981.0,112753.0,98539.0,211292.0,741636.0,625754.0,1367390.0,327.0,636.0,963.0,155601.0,135201.0,290802.0,42159.0,36528.0,78687.0,431061.0,334446.0,765507.0,1597.0,928.0,2525.0,33309.0,25470.0,58779.0,18.0,16.0,64591.0,34807.0,99398.0,8149.0,5597.0,13746.0,1147.0,457.0,1604.0,24114.0,11756.0,35870.0,41.0,0
2019-20,Andhra Pradesh,38.3144,32.1717,35.21,33.4458,28.9965,31.19,33.6468,25.6213,29.3771,0.8397,0.867,0.7615,3837.0,2879.0,6716.0,112024.0,105816.0,217840.0,798084.0,694983.0,1493067.0,1021126.0,876023.0,1897149.0,167358.0,149215.0,316573.0,47292.0,40939.0,88231.0,464389.0,373065.0,837454.0,1683.0,982.0,2665.0,34050.0,27245.0,61295.0,19.0215,16.3681,64116.0,35621.0,99737.0,8044.0,5712.0,13756.0,1114.0,512.0,1626.0,24177.0,12106.0,36283.0,41.0,0
2020-21,Andhra Pradesh,38.291,36.0341,37.199,33.9903,33.1962,33.6024,34.1349,29.5961,31.8041,0.9411,0.9766,0.867,4283.0,2708.0,6991.0,98570.0,97244.0,195814.0,846588.0,759307.0,1605895.0,1056065.0,931553.0,1987618.0,171844.0,160275.0,332119.0,48475.0,44369.0,92844.0,463929.0,386063.0,849992.0,1659.0,957.0,2616.0,28338.0,23313.0,51651.0,19.3702,17.8795,64608.0,38004.0,102612.0,8264.0,6329.0,14593.0,1096.0,539.0,1635.0,24233.0,13011.0,37244.0,45.0,0
2021-22,Andhra Pradesh,37.7,35.2,36.5,35.0,33.9,34.5,35.7,31.5,33.6,0.9337,0.9686,0.8824,3237.0,2346.0,5583.0,93141.0,91801.0,184942.0,828981.0,740069.0,1569050.0,1028739.0,900420.0,1929159.0,174877.0,162015.0,336892.0,50146.0,46729.0,96875.0,481074.0,394159.0,875233.0,1361.0,1167.0,2528.0,32718.0,23726.0,56444.0,17.9131,16.0189,65930.0,40608.0,106538.0,8669.0,6899.0,15568.0,1210.0,597.0,1807.0,24660.0,14030.0,38690.0,47.0,0
2018-19,Arunachal Pradesh,29.9,29.5,29.7,0.0,0.0,0.0,32.2,32.5,32.3,0.99,0.915,1.01,396.0,280.0,676.0,3796.0,4287.0,8083.0,17976.0,17966.0,35942.0,265.0,84.0,349.0,304.0,192.0,496.0,16486.0,18557.0,35043.0,916.0,692.0,1608.0,19.0,9.0,28.0,94.0,42.0,136.0,31.0,22.0,959.0,545.0,1504.0,40.0,10.0,50.0,360.0,363.0,723.0,133.0,52.0,185.0,10.0,1
2019-20,Arunachal Pradesh,36.5106,34.2504,35.3805,0.0,0.0,0.0,36.9674,33.6303,35.2119,0.9381,0.8425,0.9097,597.0,469.0,1066.0,4960.0,5880.0,10840.0,20418.0,19017.0,39435.0,28801.0,27015.0,55816.0,750.0,729.0,1479.0,19078.0,19264.0,38342.0,1141.0,772.0,1913.0,9.0,5.0,14.0,91.0,59.0,150.0,27.8523,19.8388,1213.0,791.0,2004.0,63.0,19.0,82.0,500.0,530.0,1030.0,170.0,67.0,237.0,10.0,1
2020-21,Arunachal Pradesh,34.6856,32.7533,33.7434,0.0,0.0,0.0,35.1763,33.9714,34.5558,0.9443,0.9394,0.9657,470.0,258.0,728.0,5623.0,5814.0,11437.0,22310.0,20017.0,42327.0,31465.0,28270.0,59735.0,670.0,407.0,1077.0,20576.0,21101.0,41677.0,1222.0,845.0,2067.0,22.0,10.0,32.0,53.0,40.0,93.0,27.6679,5.9055,1233.0,926.0,2159.0,58.0,20.0,78.0,520.0,624.0,1144.0,157.0,55.0,212.0,10.0,1
2021-22,Arunachal Pradesh,38.4,34.5,36.5,0.0,0.0,0.0,42.2,37.8,39.9,0.8984,1.0415,0.8957,441.0,240.0,681.0,6481.0,6215.0,12696.0,25094.0,21201.0,46295.0,34995.0,29895.0,64890.0,609.0,338.0,947.0,24790.0,23529.0,48319.0,1291.0,822.0,2113.0,24.0,28.0,52.0,65.0,42.0,107.0,28.2992,23.3297,1276.0,1017.0,2293.0,62.0,20.0,82.0,548.0,704.0,1252.0,167.0,61.0,228.0,10.0,1
2018-19,Assam,19.1,18.3,18.7,21.2,20.0,20.6,25.6,23.1,24.3,0.95,0.94,0.9,2970.0,1970.0,4940.0,26709.0,38720.0,65429.0,300082.0,296037.0,596119.0,756.0,1034.0,1790.0,30045.0,28123.0,58168.0,56783.0,57526.0,114309.0,91467.0,98892.0,190359.0,599.0,364.0,963.0,49869.0,47596.0,97465.0,31.0,26.0,13582.0,9267.0,22849.0,831.0,545.0,1376.0,1530.0,1267.0,2797.0,3150.0,2341.0,5491.0,22.0,0
2019-20,Assam,17.422,17.1926,17.3035,19.5184,19.0297,19.2761,22.7054,22.4022,22.5458,0.9868,0.975,0.9866,3214.0,2413.0,5627.0,27523.0,39800.0,67323.0,269915.0,278078.0,547993.0,316908.0,333693.0,650601.0,27642.0,26519.0,54161.0,50251.0,55109.0,105360.0,83549.0,93431.0,176980.0,511.0,301.0,812.0,47608.0,45745.0,93353.0,28.189,24.4278,13579.0,9501.0,23080.0,848.0,574.0,1422.0,1617.0,1369.0,2986.0,3137.0,2466.0,5603.0,26.0,0
2020-21,Assam,16.7607,18.3518,17.5352,17.0419,18.9662,17.9455,23.7834,25.5675,24.6754,1.0949,1.1129,1.075,3648.0,2356.0,6004.0,23461.0,33328.0,56789.0,297876.0,304835.0,602711.0,341985.0,355108.0,697093.0,27177.0,26775.0,53952.0,59272.0,63715.0,122987.0,84052.0,91542.0,175594.0,644.0,316.0,960.0,44845.0,43084.0,87929.0,29.9156,27.7739,13510.0,9792.0,23302.0,857.0,622.0,1479.0,1715.0,1484.0,3199.0,3149.0,2508.0,5657.0,28.0,0
2021-22,Assam,16.2,17.6,16.9,18.2,19.5,18.8,25.4,26.3,25.8,1.0864,1.0714,1.0354,3140.0,2230.0,5370.0,26134.0,36830.0,62964.0,288411.0,290995.0,579406.0,333926.0,344086.0,678012.0,29419.0,27820.0,57239.0,63952.0,66267.0,130219.0,85446.0,92054.0,177500.0,429.0,232.0,661.0,44047.0,40761.0,84808.0,27.5295,25.2513,13385.0,9951.0,23336.0,885.0,639.0,1524.0,1743.0,1579.0,3322.0,3103.0,2564.0,5667.0,30.0,0
2018-19,Bihar,15.1,12.0,13.6,12.7,7.4,10.0,21.9,14.7,18.3,0.79,0.58,0.67,2239.0,1123.0,3362.0,69515.0,58697.0,128212.0,807032.0,604600.0,1411632.0,2705.0,1439.0,4144.0,111827.0,66058.0,177885.0,15816.0,10728.0,26544.0,411594.0,295551.0,707145.0,3433.0,1987.0,5420.0,80401.0,71171.0,151572.0,61.0,56.0,20888.0,5562.0,26450.0,930.0,174.0,1104.0,92.0,82.0,174.0,7760.0,1658.0,9418.0,33.0,0
2019-20,Bihar,15.7622,13.0922,14.4587,14.2108,8.5479,11.3757,24.1881,18.694,21.4447,0.8306,0.6015,0.7729,1665.0,1034.0,2699.0,61287.0,59654.0,120941.0,855740.0,677529.0,1533269.0,969902.0,768530.0,1738432.0,123647.0,74568.0,198215.0,17236.0,13286.0,30522.0,458383.0,356262.0,814645.0,1879.0,737.0,2616.0,83382.0,80567.0,163949.0,58.7368,54.1794,23213.0,6384.0,29597.0,1278.0,254.0,1532.0,111.0,94.0,205.0,8627.0,1936.0,10563.0,35.0,0
2020-21,Bihar,16.5672,15.1075,15.8836,13.3308,9.6545,11.5367,21.9772,17.3705,19.7351,0.9119,0.7242,0.7904,2625.0,1183.0,3808.0,99157.0,84462.0,183619.0,1141620.0,911387.0,2053007.0,1309402.0,1051539.0,2360941.0,152405.0,105205.0,257610.0,20577.0,15421.0,35998.0,547653.0,446029.0,993682.0,3410.0,2236.0,5646.0,78713.0,75028.0,153741.0,65.8286,59.7088,27445.0,8420.0,35865.0,1584.0,338.0,1922.0,130.0,115.0,245.0,10094.0,2575.0,12669.0,37.0,0
2021-22,Bihar,17.8,16.3,17.1,19.0,13.6,16.4,38.0,31.0,34.6,0.9157,0.7158,0.8158,3720.0,1854.0,5574.0,80756.0,74667.0,155423.0,1291227.0,1041776.0,2333003.0,1447460.0,1175486.0,2622946.0,224269.0,153799.0,378068.0,36612.0,28622.0,65234.0,707676.0,575245.0,1282921.0,2732.0,1289.0,4021.0,93896.0,78785.0,172681.0,68.7487,64.1956,28896.0,9256.0,38152.0,1765.0,380.0,2145.0,136.0,120.0,256.0,10891.0,2998.0,13889.0,37.0,0
2018-19,Chandigarh,41.6,63.9,50.6,30.6,35.6,32.7,0.0,0.0,0.0,1.54,1.16,0.98,353.0,508.0,861.0,7576.0,13291.0,20867.0,36391.0,32954.0,69345.0,568.0,222.0,790.0,6578.0,5813.0,12391.0,836.0,776.0,1612.0,3107.0,2050.0,5157.0,163.0,73.0,236.0,324.0,228.0,552.0,28.0,21.0,1453.0,2079.0,3532.0,182.0,92.0,274.0,13.0,8.0,21.0,115.0,64.0,179.0,3.0,1
2019-20,Chandigarh,43.2101,65.6397,52.1469,33.3317,38.3085,35.4958,0.0,0.0,0.0,1.5191,1.1493,1.0079,409.0,550.0,959.0,8560.0,13854.0,22414.0,39098.0,34415.0,73513.0,53170.0,53497.0,106667.0,6827.0,6037.0,12864.0,961.0,829.0,1790.0,3837.0,2373.0,6210.0,245.0,86.0,331.0,414.0,273.0,687.0,28.3387,20.2997,1595.0,2169.0,3764.0,205.0,108.0,313.0,19.0,8.0,27.0,131.0,76.0,207.0,3.0,1
2020-21,Chandigarh,57.8154,76.9526,66.0972,53.252,50.4279,51.9487,0.0,0.0,0.0,1.331,0.947,1.075,323.0,427.0,750.0,8669.0,13715.0,22384.0,40358.0,35349.0,75707.0,54809.0,55656.0,110465.0,9293.0,7542.0,16835.0,1055.0,968.0,2023.0,5261.0,3541.0,8802.0,231.0,86.0,317.0,327.0,376.0,703.0,30.157,20.2695,1551.0,2112.0,3663.0,208.0,106.0,314.0,20.0,11.0,31.0,146.0,84.0,230.0,3.0,1
2021-22,Chandigarh,56.8,75.4,64.8,53.7,52.9,53.4,0.0,0.0,0.0,1.3275,0.9851,1.0467,343.0,454.0,797.0,9172.0,13600.0,22772.0,41264.0,36134.0,77398.0,55291.0,55712.0,111003.0,9631.0,8082.0,17713.0,1243.0,1129.0,2372.0,5504.0,3655.0,9159.0,287.0,151.0,438.0,321.0,371.0,692.0,29.7276,20.0648,1564.0,2170.0,3734.0,212.0,108.0,320.0,21.0,14.0,35.0,152.0,84.0,236.0,3.0,1
2018-19,Chhattisgarh,18.1,19.2,18.6,18.1,18.6,18.3,10.4,12.2,11.3,1.06,1.03,1.17,965.0,509.0,1474.0,30690.0,37757.0,68447.0,190502.0,215794.0,406296.0,190.0,365.0,555.0,37893.0,38995.0,76888.0,46644.0,59222.0,105866.0,122888.0,129965.0,252853.0,350.0,360.0,710.0,2406.0,2716.0,5122.0,28.0,23.0,10881.0,9749.0,20630.0,1074.0,683.0,1757.0,634.0,685.0,1319.0,3218.0,2497.0,5715.0,28.0,0
2019-20,Chhattisgarh,17.3812,19.5927,18.4977,17.9876,19.314,18.6484,10.3178,13.1121,11.7637,1.1272,1.0737,1.2708,824.0,691.0,1515.0,30137.0,40444.0,70581.0,187304.0,228077.0,415381.0,272813.0,313582.0,586395.0,37575.0,40055.0,77630.0,46084.0,62803.0,108887.0,121781.0,136814.0,258595.0,353.0,171.0,524.0,2427.0,2957.0,5384.0,26.3726,22.6685,11452.0,10783.0,22235.0,1143.0,717.0,1860.0,677.0,781.0,1458.0,3431.0,2904.0,6335.0,28.0,0
2020-21,Chhattisgarh,18.0048,21.3006,19.6347,18.3388,20.4158,19.358,11.9584,16.1697,14.106,1.1831,1.1133,1.3522,910.0,744.0,1654.0,33737.0,46771.0,80508.0,215732.0,259411.0,475143.0,302840.0,350565.0,653405.0,41449.0,44456.0,85905.0,57790.0,81319.0,139109.0,133754.0,151173.0,284927.0,344.0,132.0,476.0,2017.0,2676.0,4693.0,29.4818,25.7919,11299.0,10864.0,22163.0,1169.0,769.0,1938.0,680.0,819.0,1499.0,3463.0,3063.0,6526.0,32.0,0
2021-22,Chhattisgarh,17.6,21.6,19.6,19.1,21.7,20.3,10.8,15.3,13.1,1.2273,1.1361,1.4167,920.0,917.0,1837.0,35630.0,51834.0,87464.0,227084.0,275545.0,502629.0,298601.0,357740.0,656341.0,43431.0,47514.0,90945.0,52777.0,77518.0,130295.0,133393.0,154494.0,287887.0,799.0,411.0,1210.0,2348.0,2765.0,5113.0,27.4903,25.6262,11873.0,11722.0,23595.0,1229.0,868.0,2097.0,780.0,899.0,1679.0,3799.0,3427.0,7226.0,34.0,0
2018-19,D & N Haveli And Daman & Diu,7.4,12.6,9.3,15.2,22.8,18.4,4.9,5.0,5.0,1.7,1.49,1.04,0.0,0.0,0.0,137.0,223.0,360.0,2319.0,2691.0,5010.0,3130.0,3263.0,6393.0,92.0,102.0,194.0,639.0,723.0,1362.0,213.0,298.0,511.0,8.0,6.0,14.0,48.0,44.0,92.0,29.0,29.0,112.0,102.0,214.0,10.0,2.0,12.0,5.0,8.0,13.0,25.0,9.0,34.0,0.0,1
2019-20,D & N Haveli And Daman & Diu,7.3729,12.9151,9.4406,18.3121,22.7277,20.187,4.6214,5.3295,4.99,1.7517,1.2411,1.1532,0.0,0.0,0.0,122.0,247.0,369.0,2401.0,2855.0,5256.0,3130.0,3263.0,6393.0,107.0,98.0,205.0,587.0,735.0,1322.0,271.0,317.0,588.0,13.0,9.0,22.0,38.0,39.0,77.0,27.2043,27.2043,119.0,116.0,235.0,10.0,3.0,13.0,6.0,7.0,13.0,27.0,14.0,41.0,0.0,1
2020-21,D & N Haveli And Daman & Diu,7.9016,15.5523,10.3837,22.6027,30.4242,26.0964,6.2702,7.5123,6.9151,1.9682,1.346,1.1981,0.0,0.0,0.0,259.0,508.0,767.0,4020.0,4681.0,8701.0,5948.0,5622.0,11570.0,231.0,251.0,482.0,816.0,1056.0,1872.0,832.0,1035.0,1867.0,10.0,10.0,20.0,135.0,132.0,267.0,20.052,20.052,321.0,256.0,577.0,33.0,11.0,44.0,22.0,19.0,41.0,67.0,37.0,104.0,0.0,1
2021-22,D & N Haveli And Daman & Diu,8.6,16.6,11.2,24.8,31.7,27.8,6.9,8.1,7.5,1.9302,1.2782,1.1739,0.0,0.0,0.0,305.0,543.0,848.0,4656.0,5103.0,9759.0,6683.0,6122.0,12805.0,260.0,267.0,527.0,924.0,1160.0,2084.0,1026.0,1022.0,2048.0,12.0,8.0,20.0,108.0,120.0,228.0,20.1654,20.1654,354.0,281.0,635.0,38.0,11.0,49.0,25.0,27.0,52.0,72.0,38.0,110.0,0.0,1
2018-19,Delhi,43.2,50.0,46.3,31.8,36.3,33.9,0.0,0.0,0.0,1.16,1.14,0.98,4918.0,4493.0,9411.0,65500.0,93497.0,158997.0,448749.0,405107.0,853856.0,2605.0,1839.0,4444.0,74144.0,73583.0,147727.0,11244.0,9151.0,20395.0,90392.0,64796.0,155188.0,4998.0,3348.0,8346.0,15715.0,8632.0,24347.0,52.0,21.0,9349.0,11298.0,20647.0,1019.0,778.0,1797.0,304.0,213.0,517.0,1168.0,798.0,1966.0,27.0,1
2019-20,Delhi,44.8766,51.8106,48.0201,35.1488,40.8581,37.7944,0.0,0.0,0.0,1.1545,1.1624,1.0079,8812.0,7458.0,16270.0,71734.0,103717.0,175451.0,467104.0,419284.0,886388.0,578747.0,554109.0,1132856.0,80990.0,81296.0,162286.0,8315.0,7314.0,15629.0,108206.0,81721.0,189927.0,4850.0,3412.0,8262.0,16168.0,10307.0,26475.0,52.0566,20.7489,10008.0,11754.0,21762.0,1112.0,825.0,1937.0,333.0,248.0,581.0,1328.0,918.0,2246.0,28.0,1
2020-21,Delhi,46.674,48.5319,47.5652,26.257,23.8421,25.0704,0.0,0.0,0.0,1.0398,0.908,1.075,8112.0,7332.0,15444.0,69649.0,97222.0,166871.0,454449.0,409832.0,864281.0,564849.0,541422.0,1106271.0,58208.0,51061.0,109269.0,10597.0,8934.0,19531.0,90936.0,65976.0,156912.0,2984.0,1442.0,4426.0,11900.0,9304.0,21204.0,50.1233,20.6384,10196.0,11875.0,22071.0,1164.0,862.0,2026.0,363.0,262.0,625.0,1391.0,930.0,2321.0,28.0,1
2021-22,Delhi,48.3,49.7,49.0,36.6,35.6,36.1,0.0,0.0,0.0,1.029,0.9727,1.0467,7533.0,6561.0,14094.0,73783.0,103616.0,177399.0,473724.0,425006.0,898730.0,585353.0,560037.0,1145390.0,81427.0,77126.0,158553.0,11197.0,9976.0,21173.0,100008.0,75996.0,176004.0,4073.0,2328.0,6401.0,15489.0,12793.0,28282.0,49.491,20.623,10580.0,12349.0,22929.0,1234.0,902.0,2136.0,390.0,284.0,674.0,1497.0,1005.0,2502.0,30.0,1
2018-19,Goa,26.4,35.0,30.1,29.3,31.1,30.1,21.6,31.8,26.4,1.33,1.06,1.47,167.0,129.0,296.0,2343.0,3873.0,6216.0,18525.0,22303.0,40828.0,11.0,27727.0,11.0,552.0,514.0,1066.0,1992.0,2622.0,4614.0,4341.0,5398.0,9739.0,46.0,23.0,69.0,1274.0,1351.0,2625.0,16.0,15.0,1559.0,1859.0,3418.0,21.0,16.0,37.0,35.0,35.0,70.0,131.0,173.0,304.0,3.0,1
2019-20,Goa,23.7713,34.5861,28.4435,30.3614,33.227,31.7101,20.6363,32.7004,26.3664,1.4549,1.0944,1.5846,217.0,216.0,433.0,2534.0,4183.0,6717.0,17543.0,21755.0,39298.0,25055.0,27727.0,52782.0,555.0,540.0,1095.0,1850.0,2652.0,4502.0,4089.0,5499.0,9588.0,33.0,26.0,59.0,1291.0,1443.0,2734.0,14.5045,13.1539,1671.0,1968.0,3639.0,31.0,17.0,48.0,45.0,49.0,94.0,141.0,193.0,334.0,3.0,0
2020-21,Goa,30.756,37.3072,33.796,51.0505,38.9595,45.0587,24.1835,31.9277,28.0551,1.213,0.7632,1.3202,276.0,340.0,616.0,3113.0,4464.0,7577.0,20785.0,23406.0,44191.0,29404.0,30881.0,60285.0,899.0,674.0,1573.0,2088.0,2756.0,4844.0,5615.0,6104.0,11719.0,34.0,13.0,47.0,1378.0,1520.0,2898.0,16.9483,14.9969,1519.0,2038.0,3557.0,33.0,17.0,50.0,49.0,57.0,106.0,170.0,211.0,381.0,3.0,0
2021-22,Goa,36.0,35.5,35.8,45.4,33.5,39.5,23.7,31.6,27.6,0.9861,0.7379,1.3333,494.0,407.0,901.0,3523.0,4859.0,8382.0,23132.0,22401.0,45533.0,35398.0,30017.0,65415.0,822.0,592.0,1414.0,2106.0,2783.0,4889.0,5182.0,5690.0,10872.0,460.0,144.0,604.0,1531.0,1553.0,3084.0,16.7602,15.3318,1756.0,2147.0,3903.0,28.0,13.0,41.0,65.0,62.0,127.0,185.0,236.0,421.0,3.0,0
2018-19,Gujarat,22.0,18.7,20.4,28.8,24.9,26.9,15.0,14.8,14.9,0.85,0.86,0.99,3589.0,2328.0,5917.0,63874.0,83554.0,147428.0,650213.0,497400.0,1147613.0,5824.0,9742.0,15566.0,77192.0,61009.0,138201.0,72369.0,72197.0,144566.0,261824.0,185616.0,447440.0,1127.0,613.0,1740.0,20279.0,15773.0,36052.0,26.0,24.0,34459.0,23070.0,57529.0,2078.0,1142.0,3220.0,1599.0,1022.0,2621.0,6974.0,3755.0,10729.0,72.0,0
2019-20,Gujarat,22.8643,19.6331,21.3201,29.198,26.0243,27.6878,16.428,16.9019,16.6648,0.8587,0.8913,1.0289,4380.0,3050.0,7430.0,67586.0,87425.0,155011.0,681018.0,526227.0,1207245.0,864967.0,679873.0,1544840.0,78255.0,63324.0,141579.0,79347.0,81512.0,160859.0,283069.0,203627.0,486696.0,1207.0,1130.0,2337.0,24664.0,19350.0,44014.0,25.5819,24.5368,35627.0,24761.0,60388.0,2196.0,1265.0,3461.0,1643.0,1129.0,2772.0,7247.0,4146.0,11393.0,76.0,0
2020-21,Gujarat,23.5573,20.606,22.1831,30.0897,26.7072,28.51,17.7002,17.8841,17.7904,0.8747,0.8876,1.0104,4819.0,3202.0,8021.0,86719.0,99388.0,186107.0,712608.0,545854.0,1258462.0,938144.0,714986.0,1653130.0,84815.0,65967.0,150782.0,89913.0,87551.0,177464.0,294584.0,207275.0,501859.0,1143.0,628.0,1771.0,18170.0,14935.0,33105.0,27.2771,25.8374,35408.0,25197.0,60605.0,2240.0,1400.0,3640.0,1621.0,1161.0,2782.0,7332.0,4304.0,11636.0,83.0,0
2021-22,Gujarat,25.2,22.7,24.0,33.6,30.8,32.3,19.9,21.0,20.4,0.9008,0.9167,1.0553,4799.0,3734.0,8533.0,97560.0,118747.0,216307.0,775408.0,592468.0,1367876.0,1009666.0,787996.0,1797662.0,95144.0,76178.0,171322.0,101665.0,102861.0,204526.0,340381.0,244776.0,585157.0,2885.0,2156.0,5041.0,19387.0,16606.0,35993.0,28.4009,26.9591,35328.0,26475.0,61803.0,2380.0,1620.0,4000.0,1704.0,1393.0,3097.0,7433.0,4719.0,12152.0,91.0,0
2018-19,Haryana,26.5,32.4,29.2,18.3,22.0,20.0,0.0,0.0,0.0,1.23,1.2,0.98,1855.0,1991.0,3846.0,39800.0,69046.0,108846.0,353487.0,368952.0,722439.0,1175.0,1577.0,2752.0,67317.0,67451.0,134768.0,1757.0,1028.0,2785.0,105567.0,108534.0,214101.0,505.0,829.0,1334.0,7297.0,2787.0,10084.0,26.0,23.0,17061.0,18616.0,35677.0,1422.0,813.0,2235.0,24.0,22.0,46.0,2121.0,1851.0,3972.0,48.0,1
2019-20,Haryana,26.6482,32.5305,29.3362,17.384,21.6029,19.2963,0.0,0.0,0.0,1.2207,1.2427,1.0079,1810.0,2356.0,4166.0,41587.0,69928.0,111515.0,354321.0,368329.0,722650.0,460487.0,473054.0,933541.0,64017.0,65958.0,129975.0,1795.0,1240.0,3035.0,103486.0,104970.0,208456.0,499.0,215.0,714.0,9317.0,3560.0,12877.0,23.796,20.1844,18541.0,20690.0,39231.0,1532.0,1018.0,2550.0,29.0,16.0,45.0,2331.0,2194.0,4525.0,53.0,1
