year,state,ger_all_male,ger_all_female,ger_all_total,ger_sc_male,ger_sc_female,ger_sc_total,ger_st_male,ger_st_female,ger_st_total,gpi_all,gpi_sc,gpi_st,enr_phd_male,enr_phd_female,enr_phd_total,enr_pg_male,enr_pg_female,enr_pg_total,enr_ug_male,enr_ug_female,enr_ug_total,enr_grand_male,enr_grand_female,enr_grand_total,enr_sc_male,enr_sc_female,enr_sc_total,enr_st_male,enr_st_female,enr_st_total,enr_obc_male,enr_obc_female,enr_obc_total,enr_pwd_male,enr_pwd_female,enr_pwd_total,enr_muslim_male,enr_muslim_female,enr_muslim_total,ptr_all_reg_dist,ptr_all_reg,teacher_total_male,teacher_total_female,teacher_total,teacher_sc_male,teacher_sc_female,teacher_sc_total,teacher_st_male,teacher_st_female,teacher_st_total,teacher_obc_male,teacher_obc_female,teacher_obc_total,total_universities,imputed_flag
2018-19,Nagaland,17.8,19.7,18.7,0.0,0.0,0.0,17.7,20.2,19.0,1.11,0.915,1.15,235.0,257.0,492.0,2886.0,3412.0,6298.0,17428.0,18485.0,35913.0,69.0,59.0,128.0,233.0,168.0,401.0,18615.0,21483.0,40098.0,471.0,377.0,848.0,9.0,15.0,24.0,89.0,115.0,204.0,19.0,17.0,1067.0,1312.0,2379.0,33.0,11.0,44.0,691.0,1199.0,1890.0,91.0,29.0,120.0,5.0,1
2019-20,Nagaland,16.5254,20.5199,18.4885,0.0,0.0,0.0,17.3946,21.1459,19.2725,1.2417,0.8425,1.2157,270.0,307.0,577.0,2063.0,3503.0,5566.0,16982.0,19252.0,36234.0,20255.0,24306.0,44561.0,191.0,145.0,336.0,18460.0,22495.0,40955.0,454.0,389.0,843.0,17.0,19.0,36.0,100.0,112.0,212.0,18.406,17.0603,1058.0,1363.0,2421.0,35.0,13.0,48.0,710.0,1246.0,1956.0,82.0,30.0,112.0,5.0,1
2020-21,Nagaland,15.3523,19.3365,17.2614,0.0,0.0,0.0,15.1696,18.8527,16.9731,1.2595,0.9394,1.2428,279.0,314.0,593.0,2843.0,4252.0,7095.0,17600.0,19228.0,36828.0,21750.0,25204.0,46954.0,279.0,265.0,544.0,18340.0,21869.0,40209.0,517.0,472.0,989.0,3.0,5.0,8.0,113.0,144.0,257.0,19.2988,17.9412,1059.0,1374.0,2433.0,36.0,13.0,49.0,713.0,1265.0,1978.0,88.0,30.0,118.0,5.0,1
2021-22,Nagaland,16.5,21.2,18.8,0.0,0.0,0.0,17.2,21.5,19.3,1.2848,1.0415,1.25,290.0,330.0,620.0,3276.0,5178.0,8454.0,18770.0,20444.0,39214.0,23557.0,27666.0,51223.0,286.0,312.0,598.0,20887.0,24980.0,45867.0,603.0,550.0,1153.0,14.0,7.0,21.0,112.0,141.0,253.0,20.1745,18.4096,1087.0,1452.0,2539.0,37.0,13.0,50.0,750.0,1337.0,2087.0,89.0,35.0,124.0,6.0,1
2018-19,Odisha,24.2,20.0,22.1,22.8,17.3,20.0,14.4,11.3,12.8,0.82,0.76,0.78,2052.0,1670.0,3722.0,40536.0,42541.0,83077.0,409140.0,371004.0,780144.0,4329.0,5894.0,10223.0,92203.0,70405.0,162608.0,68967.0,58845.0,127812.0,110862.0,99396.0,210258.0,1158.0,803.0,1961.0,5741.0,4600.0,10341.0,27.0,25.0,24205.0,13892.0,38097.0,1111.0,647.0,1758.0,476.0,483.0,959.0,3608.0,1589.0,5197.0,28.0,0
2019-20,Odisha,23.0466,20.3002,21.6741,21.8309,17.5609,19.6965,14.5972,12.4249,13.4655,0.8808,0.8044,0.8512,1923.0,1423.0,3346.0,47838.0,50717.0,98555.0,379994.0,367114.0,747108.0,529226.0,465703.0,994929.0,88766.0,71362.0,160128.0,70031.0,64832.0,134863.0,110320.0,102419.0,212739.0,1358.0,736.0,2094.0,5614.0,4232.0,9846.0,24.8385,23.3298,25065.0,14991.0,40056.0,1271.0,734.0,2005.0,595.0,570.0,1165.0,3902.0,1804.0,5706.0,32.0,0
2020-21,Odisha,21.3323,20.1297,20.7402,21.4439,18.4154,19.9516,14.2031,12.7548,13.4588,0.9436,0.8588,0.898,1955.0,1326.0,3281.0,48874.0,50344.0,99218.0,370312.0,368176.0,738488.0,525883.0,481139.0,1007022.0,93024.0,77606.0,170630.0,72697.0,69019.0,141716.0,100218.0,99879.0,200097.0,1041.0,693.0,1734.0,4728.0,3759.0,8487.0,23.9921,22.3818,25787.0,16186.0,41973.0,1376.0,821.0,2197.0,646.0,649.0,1295.0,4041.0,1973.0,6014.0,36.0,0
2021-22,Odisha,23.5,20.6,22.1,25.2,19.9,22.6,16.7,14.3,15.5,0.8766,0.7897,0.8563,2668.0,1550.0,4218.0,63227.0,56471.0,119698.0,402899.0,379256.0,782155.0,581167.0,492712.0,1073879.0,109719.0,83994.0,193713.0,85933.0,77279.0,163212.0,124645.0,114571.0,239216.0,1214.0,806.0,2020.0,4412.0,4097.0,8509.0,24.557,22.9024,26664.0,17066.0,43730.0,1495.0,895.0,2390.0,703.0,702.0,1405.0,4227.0,2219.0,6446.0,37.0,0
2018-19,Puducherry,41.7,51.6,46.4,32.5,38.0,35.1,0.0,0.0,0.0,1.24,1.17,0.98,510.0,292.0,802.0,9375.0,10261.0,19636.0,23585.0,28067.0,51652.0,7.0,6.0,13.0,5018.0,5239.0,10257.0,556.0,382.0,938.0,21472.0,25478.0,46950.0,158.0,99.0,257.0,1456.0,1197.0,2653.0,13.0,11.0,3375.0,2504.0,5879.0,415.0,243.0,658.0,34.0,14.0,48.0,1839.0,1510.0,3349.0,4.0,1
2019-20,Puducherry,40.9936,52.5658,46.3367,33.3587,38.3175,35.7337,0.0,0.0,0.0,1.2823,1.1487,1.0079,291.0,217.0,508.0,11531.0,11728.0,23259.0,22863.0,28309.0,51172.0,38156.0,41968.0,80124.0,4892.0,5165.0,10057.0,547.0,476.0,1023.0,22563.0,26083.0,48646.0,131.0,154.0,285.0,1637.0,1489.0,3126.0,12.5764,10.4335,3576.0,2795.0,6371.0,412.0,264.0,676.0,32.0,13.0,45.0,1936.0,1683.0,3619.0,4.0,1
2020-21,Puducherry,60.3213,61.1449,60.7523,45.5485,45.618,45.5851,0.0,0.0,0.0,1.0137,1.0015,1.075,271.0,325.0,596.0,12865.0,13359.0,26224.0,26875.0,32921.0,59796.0,43187.0,48066.0,91253.0,5684.0,6319.0,12003.0,463.0,440.0,903.0,27277.0,31222.0,58499.0,120.0,202.0,322.0,1202.0,1139.0,2341.0,13.7078,11.5502,3654.0,3003.0,6657.0,407.0,294.0,701.0,31.0,14.0,45.0,2065.0,1870.0,3935.0,4.0,1
2021-22,Puducherry,61.0,62.1,61.5,43.0,43.4,43.2,0.0,0.0,0.0,1.018,1.0093,1.0467,325.0,278.0,603.0,13198.0,13394.0,26592.0,28264.0,33817.0,62081.0,44821.0,49822.0,94643.0,5507.0,6131.0,11638.0,568.0,466.0,1034.0,24233.0,28241.0,52474.0,94.0,193.0,287.0,1565.0,1705.0,3270.0,13.2319,11.0886,3562.0,3032.0,6594.0,405.0,297.0,702.0,30.0,14.0,44.0,2029.0,1895.0,3924.0,4.0,1
2018-19,Punjab,25.5,34.3,29.5,17.8,25.2,21.1,0.0,0.0,0.0,1.35,1.42,0.98,4382.0,4713.0,9095.0,36272.0,69660.0,105932.0,320967.0,359648.0,680615.0,578.0,986.0,1564.0,101143.0,120175.0,221318.0,3586.0,1712.0,5298.0,54022.0,57855.0,111877.0,559.0,523.0,1082.0,7526.0,3308.0,10834.0,18.0,17.0,20871.0,30704.0,51575.0,1594.0,1982.0,3576.0,28.0,22.0,50.0,1195.0,1527.0,2722.0,32.0,1
2019-20,Punjab,25.0868,32.1103,28.2423,15.7774,22.3602,18.7775,0.0,0.0,0.0,1.28,1.4172,1.0079,4111.0,4888.0,8999.0,39950.0,68143.0,108093.0,308617.0,312191.0,620808.0,425331.0,444132.0,869463.0,90941.0,107929.0,198870.0,3075.0,1942.0,5017.0,55729.0,55521.0,111250.0,427.0,311.0,738.0,9558.0,4226.0,13784.0,16.6973,15.4677,21105.0,30967.0,52072.0,1648.0,2054.0,3702.0,29.0,21.0,50.0,1117.0,1569.0,2686.0,32.0,1
2020-21,Punjab,23.9434,29.1169,26.2683,14.334,21.2584,17.4807,0.0,0.0,0.0,1.2161,1.4831,1.075,4628.0,4938.0,9566.0,43610.0,60696.0,104306.0,302634.0,284359.0,586993.0,418244.0,415091.0,833335.0,83203.0,102784.0,185987.0,2946.0,1975.0,4921.0,53023.0,54386.0,107409.0,318.0,255.0,573.0,11803.0,4682.0,16485.0,16.5089,14.8506,20217.0,30261.0,50478.0,1593.0,2160.0,3753.0,28.0,21.0,49.0,1104.0,1504.0,2608.0,34.0,1
2021-22,Punjab,25.2,30.1,27.4,16.2,22.8,19.2,0.0,0.0,0.0,1.1944,1.4074,1.0467,4946.0,5379.0,10325.0,46929.0,63149.0,110078.0,321099.0,292462.0,613561.0,434616.0,424128.0,858744.0,92970.0,108745.0,201715.0,2479.0,2015.0,4494.0,52400.0,56125.0,108525.0,599.0,468.0,1067.0,14277.0,5640.0,19917.0,16.5794,14.9665,20185.0,30807.0,50992.0,1676.0,2309.0,3985.0,36.0,29.0,65.0,1244.0,1598.0,2842.0,40.0,1
2018-19,Rajasthan,23.1,23.0,23.0,20.6,19.2,20.0,22.1,20.4,21.3,1.0,0.93,0.92,5296.0,5145.0,10441.0,84372.0,106455.0,190827.0,886191.0,843108.0,1729299.0,5540.0,5983.0,11523.0,180245.0,150924.0,331169.0,128628.0,117238.0,245866.0,433092.0,427045.0,860137.0,2848.0,1864.0,4712.0,26100.0,18258.0,44358.0,29.0,27.0,45110.0,25978.0,71088.0,4325.0,1267.0,5592.0,1795.0,512.0,2307.0,14618.0,6693.0,21311.0,83.0,0
2019-20,Rajasthan,24.2893,23.8935,24.0983,21.5154,21.4378,21.4788,22.2458,22.321,22.2831,0.9837,0.9964,1.0034,5478.0,5372.0,10850.0,115851.0,130222.0,246073.0,907391.0,853674.0,1761065.0,1151186.0,1055331.0,2206517.0,186353.0,165088.0,351441.0,128038.0,125991.0,254029.0,453177.0,446822.0,899999.0,3442.0,6519.0,9961.0,25128.0,19055.0,44183.0,28.5164,26.2348,49032.0,28345.0,77377.0,4683.0,1406.0,6089.0,1876.0,608.0,2484.0,16236.0,7575.0,23811.0,89.0,0
2020-21,Rajasthan,26.0889,26.0383,26.0649,22.9312,22.6043,22.7786,22.8213,23.7579,23.2815,0.9981,0.9857,1.041,6588.0,6379.0,12967.0,113499.0,134819.0,248318.0,1014468.0,924253.0,1938721.0,1278304.0,1154486.0,2432790.0,209453.0,180795.0,390248.0,138517.0,139281.0,277798.0,494833.0,466248.0,961081.0,4579.0,1729.0,6308.0,24356.0,18634.0,42990.0,30.2511,27.3774,51359.0,29061.0,80420.0,4928.0,1431.0,6359.0,1933.0,627.0,2560.0,17144.0,7888.0,25032.0,92.0,0
2021-22,Rajasthan,29.0,28.1,28.6,27.2,26.1,26.7,28.9,27.6,28.2,0.969,0.9596,0.955,6913.0,6915.0,13828.0,140674.0,169589.0,310263.0,1124079.0,978715.0,2102794.0,1430283.0,1259057.0,2689340.0,250646.0,210897.0,461543.0,176760.0,163273.0,340033.0,610007.0,539720.0,1149727.0,3563.0,1661.0,5224.0,26212.0,20199.0,46411.0,28.5219,26.1884,53083.0,30109.0,83192.0,5184.0,1484.0,6668.0,2038.0,664.0,2702.0,17985.0,8372.0,26357.0,90.0,0
2018-19,Sikkim,54.0,53.9,53.9,40.7,32.6,36.5,27.3,41.3,34.4,1.0,0.8,1.51,211.0,188.0,399.0,8508.0,6515.0,15023.0,11531.0,12039.0,23570.0,37.0,10.0,47.0,733.0,627.0,1360.0,3454.0,5315.0,8769.0,3006.0,3767.0,6773.0,7.0,1.0,8.0,136.0,60.0,196.0,27.0,15.0,929.0,635.0,1564.0,47.0,18.0,65.0,151.0,206.0,357.0,206.0,169.0,375.0,7.0,0
2019-20,Sikkim,83.5964,67.5595,75.8394,37.5005,32.2443,34.7952,28.1391,42.0229,35.1246,0.8082,0.8598,1.4934,215.0,195.0,410.0,17445.0,10667.0,28112.0,14134.0,12730.0,26864.0,33049.0,25022.0,58071.0,681.0,621.0,1302.0,3586.0,5423.0,9009.0,3274.0,4187.0,7461.0,8.0,4.0,12.0,96.0,50.0,146.0,33.9398,13.8662,1000.0,711.0,1711.0,48.0,16.0,64.0,169.0,243.0,412.0,222.0,185.0,407.0,8.0,0
2020-21,Sikkim,36.2738,44.0025,39.9164,41.1511,36.5784,38.8479,28.7638,41.6096,35.085,1.2131,0.8889,1.4466,115.0,80.0,195.0,2929.0,4001.0,6930.0,12295.0,12533.0,24828.0,16707.0,18067.0,34774.0,858.0,774.0,1632.0,4209.0,5899.0,10108.0,3759.0,5060.0,8819.0,7.0,1.0,8.0,102.0,45.0,147.0,20.1705,16.0093,996.0,728.0,1724.0,53.0,16.0,69.0,189.0,254.0,443.0,219.0,204.0,423.0,8.0,0
2021-22,Sikkim,35.1,42.5,38.6,46.6,39.1,42.8,29.6,42.1,35.8,1.2108,0.8391,1.4223,337.0,315.0,652.0,2421.0,3565.0,5986.0,12268.0,12538.0,24806.0,16274.0,17487.0,33761.0,978.0,829.0,1807.0,4360.0,5988.0,10348.0,3930.0,4782.0,8712.0,17.0,3.0,20.0,111.0,51.0,162.0,21.6315,16.9954,891.0,618.0,1509.0,54.0,15.0,69.0,185.0,229.0,414.0,158.0,145.0,303.0,9.0,0
2018-19,Tamil Nadu,49.8,48.3,49.0,41.4,41.7,41.6,43.3,32.5,37.8,0.97,1.01,0.75,13699.0,12121.0,25820.0,169812.0,274576.0,444388.0,1206721.0,1287997.0,2494718.0,9959.0,15892.0,25851.0,313465.0,321401.0,634866.0,16785.0,13223.0,30008.0,1055823.0,1065035.0,2120858.0,5889.0,4310.0,10199.0,71882.0,51689.0,123571.0,17.0,15.0,100433.0,95560.0,195993.0,11720.0,9510.0,21230.0,274.0,185.0,459.0,71812.0,68307.0,140119.0,59.0,0
2019-20,Tamil Nadu,51.7519,50.9861,51.3701,38.8162,40.4155,39.6223,43.7751,37.7472,40.6957,0.9852,1.0412,0.8623,15828.0,14832.0,30660.0,184265.0,295673.0,479938.0,1260037.0,1330973.0,2591010.0,1778186.0,1742125.0,3520311.0,298278.0,315606.0,613884.0,17240.0,15526.0,32766.0,1074844.0,1070143.0,2144987.0,3464.0,7437.0,10901.0,72794.0,56771.0,129565.0,17.42,14.7586,102469.0,99616.0,202085.0,12283.0,10225.0,22508.0,303.0,205.0,508.0,72558.0,70704.0,143262.0,59.0,0
2020-21,Tamil Nadu,45.4041,48.5723,46.9405,34.675,38.9244,36.7618,42.8775,38.2381,40.5675,1.0698,1.1226,0.8918,17443.0,16968.0,34411.0,185725.0,278930.0,464655.0,1182067.0,1280466.0,2462533.0,1662153.0,1674286.0,3336439.0,275101.0,297976.0,573077.0,17434.0,15418.0,32852.0,963357.0,972604.0,1935961.0,2831.0,2038.0,4869.0,65103.0,49869.0,114972.0,16.4021,14.3647,101876.0,101539.0,203415.0,12447.0,10597.0,23044.0,302.0,210.0,512.0,71558.0,72770.0,144328.0,59.0,0
2021-22,Tamil Nadu,46.8,47.3,47.0,38.4,40.4,39.4,50.2,37.6,43.9,1.0107,1.0521,0.749,13457.0,15410.0,28867.0,198013.0,266073.0,464086.0,1243667.0,1248155.0,2491822.0,1698112.0,1611215.0,3309327.0,302054.0,305306.0,607360.0,20238.0,14975.0,35213.0,1071450.0,1033326.0,2104776.0,4141.0,4670.0,8811.0,64355.0,51335.0,115690.0,15.7632,14.0786,103416.0,105320.0,208736.0,12835.0,11158.0,23993.0,324.0,229.0,553.0,71894.0,75109.0,147003.0,62.0,0
2018-19,Telangana,35.8,36.5,36.2,30.9,36.4,33.7,32.7,28.8,30.7,1.02,1.18,0.88,2191.0,1239.0,3430.0,83964.0,104787.0,188751.0,536108.0,565609.0,1101717.0,1445.0,1078.0,2523.0,98325.0,117289.0,215614.0,57323.0,52326.0,109649.0,315118.0,325599.0,640717.0,1583.0,1120.0,2703.0,67314.0,62968.0,130282.0,18.0,17.0,48761.0,31557.0,80318.0,5461.0,3512.0,8973.0,2273.0,609.0,2882.0,22431.0,12442.0,34873.0,24.0,0
2019-20,Telangana,34.7883,36.4182,35.6104,29.1285,35.7877,32.4648,31.2543,29.1062,30.1653,1.0469,1.2286,0.9313,3507.0,2001.0,5508.0,81042.0,103478.0,184520.0,519501.0,559280.0,1078781.0,672768.0,716840.0,1389608.0,93804.0,115713.0,209517.0,55494.0,53143.0,108637.0,301585.0,325657.0,627242.0,1468.0,1472.0,2940.0,62229.0,59689.0,121918.0,16.8024,16.1281,49351.0,33352.0,82703.0,5502.0,3853.0,9355.0,2336.0,658.0,2994.0,22343.0,12978.0,35321.0,24.0,0
2020-21,Telangana,37.4076,40.9475,39.1236,31.7587,39.2792,35.4014,34.1534,33.2608,33.7157,1.0946,1.2368,0.9739,4228.0,2487.0,6715.0,86425.0,109813.0,196238.0,617563.0,634298.0,1251861.0,775309.0,798477.0,1573786.0,107016.0,124337.0,231353.0,63453.0,59454.0,122907.0,328401.0,335695.0,664096.0,1761.0,1343.0,3104.0,65893.0,63061.0,128954.0,18.9353,17.1917,48909.0,34205.0,83114.0,5521.0,3975.0,9496.0,2327.0,724.0,3051.0,22194.0,13623.0,35817.0,31.0,0
2021-22,Telangana,38.5,41.6,40.0,35.6,42.9,39.2,39.1,36.9,38.0,1.0805,1.2051,0.9437,4442.0,2525.0,6967.0,89767.0,117315.0,207082.0,638370.0,633953.0,1272323.0,793353.0,803327.0,1596680.0,119137.0,134691.0,253828.0,72201.0,65372.0,137573.0,370857.0,368610.0,739467.0,2371.0,1618.0,3989.0,64775.0,56543.0,121318.0,18.0595,16.4243,48570.0,35516.0,84086.0,5474.0,4075.0,9549.0,2276.0,750.0,3026.0,21711.0,14252.0,35963.0,31.0,0
2018-19,Tripura,21.1,17.4,19.2,19.2,15.5,17.4,15.9,12.3,14.0,0.83,0.81,0.77,147.0,79.0,226.0,6452.0,5691.0,12143.0,34528.0,29821.0,64349.0,68.0,112.0,180.0,7857.0,6325.0,14182.0,10469.0,9157.0,19626.0,8158.0,6228.0,14386.0,165.0,66.0,231.0,1346.0,1002.0,2348.0,33.0,28.0,1598.0,896.0,2494.0,240.0,112.0,352.0,231.0,133.0,364.0,176.0,89.0,265.0,4.0,0
2019-20,Tripura,22.5055,17.9899,20.2,19.5904,14.8118,17.2134,15.5369,10.7321,12.9932,0.7994,0.7561,0.6907,388.0,227.0,615.0,5941.0,5877.0,11528.0,37816.0,30459.0,68275.0,47031.0,39216.0,86247.0,8074.0,6042.0,14116.0,10290.0,7996.0,18286.0,8592.0,6700.0,15292.0,290.0,74.0,364.0,1233.0,882.0,2115.0,35.7723,30.46,1513.0,898.0,2411.0,225.0,103.0,328.0,221.0,133.0,354.0,176.0,93.0,269.0,4.0,0
2020-21,Tripura,19.9539,18.3854,19.1731,16.8624,15.7958,16.344,13.9955,12.4135,13.176,0.9214,0.9368,0.887,452.0,220.0,672.0,5919.0,6287.0,12206.0,38810.0,34214.0,73024.0,48428.0,44232.0,92660.0,7955.0,7047.0,15002.0,10610.0,10115.0,20725.0,8261.0,7359.0,15620.0,90.0,47.0,137.0,656.0,691.0,1347.0,37.6361,32.6214,1562.0,900.0,2462.0,221.0,105.0,326.0,212.0,132.0,344.0,162.0,90.0,252.0,5.0,0
2021-22,Tripura,21.9,19.5,20.7,21.2,18.8,20.0,17.3,14.6,15.9,0.8904,0.8868,0.8439,286.0,173.0,459.0,5209.0,5840.0,11049.0,44432.0,37731.0,82163.0,53538.0,47013.0,100551.0,10060.0,8402.0,18462.0,13178.0,11895.0,25073.0,9490.0,8918.0,18408.0,157.0,54.0,211.0,1796.0,1206.0,3002.0,40.1401,36.2878,1584.0,921.0,2505.0,227.0,106.0,333.0,225.0,138.0,363.0,177.0,95.0,272.0,5.0,0
2018-19,Uttar Pradesh,24.2,27.5,25.8,21.9,26.4,24.0,43.3,41.9,42.6,1.14,1.2,0.97,11715.0,7404.0,19119.0,260167.0,336882.0,597049.0,2675777.0,2791519.0,5467296.0,17599.0,19016.0,36615.0,588721.0,620749.0,1209470.0,27600.0,27093.0,54693.0,1218268.0,1343327.0,2561595.0,7790.0,7001.0,14791.0,142299.0,177217.0,319516.0,46.0,44.0,95991.0,45848.0,141839.0,8905.0,2666.0,11571.0,214.0,88.0,302.0,28716.0,10184.0,38900.0,79.0,0
2019-20,Uttar Pradesh,23.7405,26.9233,25.2605,21.444,26.1083,23.6071,38.08,39.894,38.9875,1.1341,1.2175,1.0476,13693.0,10071.0,23764.0,237350.0,331801.0,569151.0,2636040.0,2765496.0,5401536.0,3136650.0,3251564.0,6388214.0,574191.0,604607.0,1178798.0,24177.0,25358.0,49535.0,1235540.0,1353980.0,2589520.0,9356.0,8694.0,18050.0,158790.0,198886.0,357676.0,39.5705,38.7871,109990.0,51449.0,161439.0,10637.0,3158.0,13795.0,290.0,109.0,399.0,33882.0,11703.0,45585.0,81.0,0
2020-21,Uttar Pradesh,22.3247,24.2746,23.2379,18.5487,21.9429,20.1112,39.7635,44.1756,41.9557,1.0873,1.183,1.111,11560.0,8246.0,19806.0,278090.0,353448.0,631538.0,2820340.0,2727844.0,5548184.0,3397012.0,3254055.0,6651067.0,575597.0,580871.0,1156468.0,29258.0,32098.0,61356.0,1289890.0,1317920.0,2607810.0,9484.0,5519.0,15003.0,137654.0,161657.0,299311.0,38.7623,37.8618,116977.0,54609.0,171586.0,11809.0,3450.0,15259.0,299.0,112.0,411.0,36797.0,12769.0,49566.0,84.0,0
2021-22,Uttar Pradesh,23.9,24.4,24.1,21.0,22.6,21.8,41.4,37.4,39.4,1.0209,1.0762,0.9034,11988.0,9725.0,21713.0,348726.0,411389.0,760115.0,3033329.0,2745769.0,5779098.0,3669318.0,3304106.0,6973424.0,658397.0,606019.0,1264416.0,30690.0,27493.0,58183.0,1533962.0,1425215.0,2959177.0,6006.0,5858.0,11864.0,157372.0,169447.0,326819.0,35.683,34.8696,121594.0,56599.0,178193.0,12535.0,3672.0,16207.0,335.0,122.0,457.0,38392.0,13410.0,51802.0,91.0,0
2018-19,Uttarakhand,39.2,39.1,39.1,29.3,30.7,30.0,47.4,48.3,47.8,1.0,1.05,1.02,2903.0,1759.0,4662.0,32342.0,39584.0,71926.0,177767.0,174137.0,351904.0,215.0,70.0,285.0,34145.0,33699.0,67844.0,8957.0,9168.0,18125.0,44665.0,37465.0,82130.0,879.0,969.0,1848.0,7135.0,5609.0,12744.0,27.0,23.0,10910.0,6602.0,17512.0,816.0,343.0,1159.0,87.0,49.0,136.0,1307.0,609.0,1916.0,36.0,0
2019-20,Uttarakhand,40.7133,42.3211,41.4943,29.7327,32.6287,31.1364,45.6108,45.9711,45.7911,1.0395,1.0974,1.0079,3449.0,2019.0,5468.0,34137.0,45833.0,79970.0,184770.0,185154.0,369924.0,248893.0,244386.0,493279.0,34825.0,35946.0,70771.0,8678.0,8758.0,17436.0,45352.0,39825.0,85177.0,2009.0,2200.0,4209.0,8380.0,6979.0,15359.0,26.9345,22.4843,11214.0,7100.0,18314.0,869.0,379.0,1248.0,102.0,61.0,163.0,1350.0,674.0,2024.0,36.0,0
2020-21,Uttarakhand,42.768,48.8839,45.6732,31.6637,39.6214,35.4384,46.6068,51.9559,49.2277,1.143,1.2513,1.1148,4099.0,2533.0,6632.0,46493.0,61555.0,108048.0,227696.0,239419.0,467115.0,304850.0,315301.0,620151.0,42740.0,48262.0,91002.0,10219.0,10944.0,21163.0,53371.0,48798.0,102169.0,1497.0,1458.0,2955.0,11100.0,12540.0,23640.0,32.6739,27.2563,11552.0,7428.0,18980.0,942.0,469.0,1411.0,113.0,74.0,187.0,1404.0,729.0,2133.0,37.0,0
2021-22,Uttarakhand,40.1,43.7,41.8,29.1,35.6,32.2,42.1,42.0,42.1,1.0898,1.2234,0.9976,2573.0,1900.0,4473.0,41134.0,53023.0,94157.0,217701.0,216121.0,433822.0,286149.0,281555.0,567704.0,39346.0,43324.0,82670.0,9268.0,8843.0,18111.0,53212.0,51752.0,104964.0,934.0,730.0,1664.0,7998.0,8838.0,16836.0,26.9966,21.8993,11718.0,7800.0,19518.0,981.0,487.0,1468.0,122.0,73.0,195.0,1364.0,763.0,2127.0,38.0,0
2018-19,West Bengal,20.0,18.7,19.3,14.7,13.6,14.1,11.0,9.6,10.2,0.94,0.93,0.87,7161.0,4570.0,11731.0,66871.0,94793.0,161664.0,851156.0,874504.0,1725660.0,4808.0,3628.0,8436.0,191847.0,183008.0,374855.0,34002.0,33168.0,67170.0,164367.0,152598.0,316965.0,2474.0,1364.0,3838.0,111257.0,120913.0,232170.0,35.0,32.0,39264.0,20812.0,60076.0,4757.0,1612.0,6369.0,443.0,283.0,726.0,4191.0,1228.0,5419.0,45.0,0
2019-20,West Bengal,20.3376,19.5783,19.9469,15.0601,14.8383,14.9484,11.422,10.6187,11.0009,0.9627,0.9853,0.9297,8063.0,4773.0,12836.0,62665.0,90360.0,153025.0,865130.0,924953.0,1790083.0,1069629.0,1091264.0,2160893.0,198506.0,198374.0,396880.0,35684.0,36549.0,72233.0,169795.0,168978.0,338773.0,2408.0,1181.0,3589.0,111879.0,123454.0,235333.0,32.9676,30.1092,42780.0,22766.0,65546.0,5317.0,1851.0,7168.0,572.0,396.0,968.0,4846.0,1469.0,6315.0,47.0,0
2020-21,West Bengal,20.307,22.2796,21.2668,16.6755,17.4517,17.0579,11.4523,11.7888,11.6213,1.0971,1.0465,1.0294,8757.0,5173.0,13930.0,79405.0,108051.0,187456.0,863390.0,929778.0,1793168.0,1086183.0,1129353.0,2215536.0,193301.0,196461.0,389762.0,35878.0,37271.0,73149.0,173809.0,174094.0,347903.0,4491.0,2591.0,7082.0,110860.0,127310.0,238170.0,31.3402,28.5762,45440.0,25253.0,70693.0,5751.0,2158.0,7909.0,628.0,452.0,1080.0,5328.0,1798.0,7126.0,52.0,0
2021-22,West Bengal,25.9,26.8,26.3,23.4,22.4,22.9,15.0,15.7,15.3,1.0347,0.9573,1.0467,8683.0,5103.0,13786.0,126244.0,177120.0,303364.0,1106488.0,1080500.0,2186988.0,1375627.0,1346524.0,2722151.0,268861.0,250384.0,519245.0,46586.0,49120.0,95706.0,252444.0,227554.0,479998.0,2597.0,1364.0,3961.0,164066.0,171346.0,335412.0,36.877,28.8453,46970.0,26847.0,73817.0,5989.0,2317.0,8306.0,691.0,478.0,1169.0,5616.0,1944.0,7560.0,58.0,0
